                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.10093,                0.62961,                 0.9226,                0.82602,                0.85189,                0.86492,                0.86466,                0.15018,                0.50313,                0.24071,             0.00055563,             0.00055563,             0.00055563
